"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.539901667E0,-5.444893229E-1,-1.117250884E0,-7.700678934E0
7.559905667E0,-3.230645997E0,-1.702499575E0,4.165544736E-1
7.579908667E0,2.840532925E0,1.509376860E0,5.342648889E0
7.599911667E0,3.312435680E0,2.058982971E0,-3.792716326E0
7.619914667E0,-6.020889652E-1,2.345904966E0,-1.466522616E0
7.639917667E0,-2.843908815E-1,2.101165662E0,-9.357205653E-1
7.659920667E0,5.276682941E0,8.368371320E0,-2.787139660E0
7.679923667E0,7.626640905E0,8.296813679E0,-4.324578477E0
7.699927667E0,7.453623548E0,6.125672926E0,1.248827854E0
7.719930667E0,2.733794050E0,5.299212263E0,-5.703647797E0
7.739933667E0,2.450172516E0,3.763069481E0,2.751759328E0
7.759936667E0,3.093495461E0,3.366954242E0,4.425147078E0
7.779939667E0,-9.665856779E-2,6.436296317E-1,6.521281503E0
7.799942667E0,-2.470576667E0,1.301215690E0,-5.782126787E0
7.819945667E0,-2.092375104E0,-1.947789980E0,3.672589374E-1
7.839949667E0,-4.972055577E-1,-9.898628587E-1,2.729544586E0
7.859952667E0,-3.546958145E0,-5.201352092E0,-3.877168831E0
7.879953125E0,-1.527608917E0,-1.859791138E0,8.730501080E-1
7.899956125E0,2.879982043E0,-2.861576470E0,7.735997871E0
7.919959125E0,2.619622194E0,-3.270066756E0,-5.548246347E0
